207,2.512469861,0
217.3,2.435379985,0
227.7,2.37477217,0
238,2.326814744,0
248.3,2.287661985,0
258.7,2.254871947,0
269,2.227557935,0
279.3,2.204291677,0
289.6,2.184271873,0
300,2.166735893,0
310.3,2.151552173,0
320.6,2.138177122,0
331,2.126214558,0
341.3,2.115661961,0
351.6,2.106210332,0
362,2.097628044,0
372.3,2.089952469,0
382.6,2.082991215,0
392.9,2.076655666,0
403.3,2.070817194,0
413.6,2.065523824,0
423.9,2.060662344,0
434.3,2.056144126,0
444.6,2.052015179,0
454.9,2.048195052,0
465.3,2.0446199,0
475.6,2.04133135,0
485.9,2.038270067,0
496.2,2.035415172,0
506.6,2.03272314,0
516.9,2.030229185,0
527.2,2.027891907,0
537.6,2.025677597,0
547.9,2.023617028,0
558.2,2.021677713,0
568.6,2.019832954,0
578.9,2.018109605,0
589.2,2.016481667,0
599.5,2.014942129,0
609.9,2.013470851,0
620.2,2.01209028,0
630.5,2.010780596,0
640.9,2.009525203,0
651.2,2.008343789,0
661.5,2.007219919,0
671.9,2.006139738,0
682.2,2.005120573,0
692.5,2.004148633,0
702.8,2.003221017,0
713.2,2.002326636,0
723.5,2.001480192,0
733.8,2.000670592,0
744.2,1.99988835,0
754.5,1.999146519,0
764.8,1.998435578,0
775.2,1.99774734,0
785.5,1.99709344,0
795.8,1.996465639,0
806.1,1.995862557,0
816.5,1.995277386,0
826.8,1.994720163,0
837.1,1.99418402,0
847.5,1.993662984,0
