3.0005	1.56824712	0.0934005349
3.0286	1.57806956	0.0783556011
3.0571	1.58317656	0.0626163941
3.0863	1.58404979	0.0476487268
3.1159	1.58157381	0.0345078892
3.1462	1.57680934	0.0237685766
3.177	1.5707856	0.0155607478
3.2085	1.56435218	0.0096780182
3.2406	1.55810645	0.00571657286
3.2733	1.55239291	0.00320716372
3.3067	1.5473488	0.00171068731
3.3408	1.54297063	0.000870871692
3.3756	1.53917753	0.000429045242
3.4111	1.53585898	0.000214604952
3.4474	1.53290461	0.000124832588
3.4845	1.53021801	0.000103685863
3.5224	1.52772057	0.000124656219
3.5611	1.52535003	0.000178998097
3.6006	1.5230578	0.000268639292
3.6411	1.52080559	0.000402440241
3.6825	1.51856339	0.000594476384
3.7248	1.51630827	0.000863357803
3.7681	1.5140239	0.0012319405
3.8124	1.5117014	0.00172688928
3.8578	1.50934007	0.00237794235
3.9043	1.50694867	0.00321655568
3.9519	1.50454622	0.00427402428
4.0007	1.50216338	0.00557857325
4.0507	1.49984199	0.00715221061
4.102	1.4976345	0.00900680912
4.1546	1.49560159	0.0111402749
4.2085	1.49380846	0.0135332249
4.2639	1.49232013	0.0161460033
4.3208	1.49119505	0.018917758
4.3791	1.49047824	0.0217670863
4.4391	1.49019443	0.0245953716
4.5008	1.49034201	0.0272915021
4.5642	1.49088842	0.0297394167
4.6294	1.49176775	0.0318265426
4.6965	1.49288064	0.0334527366
4.7655	1.49409671	0.034539193
4.8367	1.49525808	0.0350358209
4.91	1.49618409	0.0349282936
4.9855	1.49667557	0.0342446052
5.0634	1.4965189	0.0330634082
5.1438	1.49549124	0.0315261958
5.2267	1.493371	0.0298560728
5.3124	1.489961	0.0283817033
5.4009	1.48513297	0.0275608516
5.4925	1.47890121	0.0279884826
5.5872	1.47152202	0.0303655138
5.6852	1.4636013	0.0353998175
5.7867	1.45616107	0.0436208975
5.8919	1.45059839	0.0551227019
6.0011	1.44847069	0.0693059049
6.1143	1.45109888	0.0847539837
6.2319	1.45909247	0.0993704784
6.3541	1.47200038	0.11082035
6.4811	1.48828087	0.117129639
6.6134	1.50562579	0.117200434
6.7512	1.52150124	0.111046899
6.8948	1.53368397	0.0997111291
7.0447	1.54064391	0.0849459154
7.2013	1.54169727	0.0688014052
7.3649	1.53694768	0.053238088
7.5362	1.52707791	0.0398609671
7.7156	1.51307895	0.0298054097
7.9038	1.49600457	0.0237772631
8.1014	1.47682259	0.022195741
8.3091	1.45639064	0.0253648651
8.5278	1.43555729	0.0335944509
8.7583	1.41532061	0.0472065079
9.0016	1.39697385	0.0663998514
9.2588	1.38213776	0.0909901274
9.5311	1.37258958	0.120111496
9.8199	1.36986212	0.152014629
10.127	1.37468294	0.184149064
10.453	1.38646256	0.213609739
10.802	1.40304902	0.237890116
11.174	1.42087705	0.255796154
11.573	1.43558203	0.268403981
12.002	1.44331832	0.279950565
12.464	1.4431763	0.29810477
12.962	1.4406606	0.332158326
13.502	1.44998565	0.387097371
14.089	1.48948297	0.454955981
14.73	1.56824978	0.513374119
15.431	1.67681168	0.538015699
16.203	1.79245807	0.516525389
17.056	1.89103421	0.452262772
18.003	1.95572149	0.360171341
19.062	1.9808029	0.259892484
20.254	1.97106948	0.169046718
21.604	1.93801216	0.0985672302
23.147	1.89462288	0.0513164934
24.927	1.85099935	0.0238613435
27.005	1.81238366	0.00998433245
29.46	1.77973717	0.00382863939
