38445.8348167018	0.404689775
38374.7083042485	0.405238985714286
38303.8298084234	0.405870745454545
38233.2272743609	0.406482308695652
38162.8845339949	0.4071148375
38092.8001560281	0.407818968
38022.9582621987	0.408530411538462
37953.3864098791	0.409176659259259
37884.0686883626	0.409793307142857
37815.0037077611	0.410441196551724
37746.1758405602	0.41111576
37677.6122642135	0.411821425806452
37609.2973191717	0.412604
37541.2296554691	0.413403515151515
37473.3938903379	0.414037211764706
37405.8168289518	0.41452896
37338.4830569165	0.415356630555556
37271.3912627659	0.417081851351351
37204.52630267	0.419655921052632
37137.9146169633	0.422306246153846
37071.5410305963	0.42423435
37005.4042692395	0.426527155
36939.4894223772	0.427953325
36873.822572753	0.428984265
36808.3887790363	0.4299959025
36743.1868027291	0.431347735
36678.2019611835	0.4332764175
36613.4599866141	0.4356047575
36548.9461659607	0.4378221575
36484.6592953061	0.4395884075
36420.5849145937	0.44100138
36356.7484123917	0.442317035
36293.1352986308	0.4436331025
36229.7444027762	0.4449717975
36166.5614822504	0.4464593175
36103.6115886817	0.448212615
36040.8804498767	0.4501460225
35978.3669275338	0.45206336
35916.0569915992	0.4539095775
35853.9753632994	0.455826225
35792.1079833581	0.4579802075
35730.4537446051	0.4603998875
35668.9988247065	0.4629422675
35607.7676208599	0.46536482
35546.7462818992	0.4674765175
35485.9337307285	0.469288515
35425.316348075	0.4709968925
35364.9182133219	0.4727838775
35304.725678751	0.474677075
35244.7376963264	0.47662089
35184.9408453182	0.47859074
35125.3588933545	0.480574445
35065.9783916428	0.482546265
35006.7983202338	0.484560555
34947.8054525566	0.4867528675
34889.023250394	0.4890626975
34830.4384594915	0.49101549
34772.0500870518	0.492056945
34713.845096409	0.4922252625
34655.8466492648	0.4922977675
34598.0416816447	0.49309918
34540.4292270059	0.4947818575
34482.9964344582	0.4968859
34425.7661712455	0.4988907225
34368.72555954	0.5005140175
34311.8736581913	0.501681765
34255.1977980759	0.5025798775
34198.7205574665	0.5037761025
34142.429240669	0.505958155
34086.3229310965	0.5092849025
34030.4007181776	0.513079685
33974.6501545337	0.5163616
33919.0934647404	0.51866511
33863.7181753009	0.5202456625
33808.5233992171	0.5216091575
33753.4968622749	0.5230625975
33698.6605119433	0.5246989525
33644.0020482468	0.5265508525
33589.5206070029	0.528573905
33535.2040835147	0.5305559925
33481.0741532134	0.5322233775
33427.1186859933	0.533498785
33373.3368397586	0.534598615
33319.7166757852	0.53584526
33266.2796024147	0.5374149275
33213.0136558627	0.5392667775
33159.9180154187	0.5412463425
33106.9809048866	0.543208925
33054.2234703497	0.5450788075
33001.6339108949	0.54685053
32949.2114265229	0.5485542125
32896.9444002163	0.5502160325
32844.8537205172	0.5518524975
32792.9277460306	0.5534893675
32741.1656968188	0.555156555
32689.5561117865	0.556858595
32638.1196265416	0.55857321
32586.8447559457	0.5602804875
32535.7307394981	0.5619651325
32484.776821462	0.5635945075
32433.9717311989	0.5651440675
32383.3357944669	0.5666606275
32332.8577169963	0.568254595
32282.5367617387	0.570002615
32232.361806972	0.57188596
32182.3529354972	0.57381756
32132.4990022859	0.57564306
32082.7992884035	0.577086345
32033.2428180669	0.577850485
31983.8494353891	0.5779715125
31934.6081416006	0.578046765
31885.5182353279	0.57888692
31836.568883829	0.5808305225
31787.7796967001	0.583479515
31739.1398185283	0.5861219
31690.6485649682	0.58829899
31642.2952434985	0.58996584
31594.0992332744	0.5913176325
31546.0498194146	0.59263452
31498.1463340882	0.5942067475
31450.3782222485	0.5961845
31402.7646365931	0.59841501
31355.2950000219	0.6005244825
31307.9686607234	0.60223762
31260.7751984512	0.6035835525
31213.7335433393	0.604779105
31166.8332533904	0.60599517
31120.0736923345	0.6072827275
31073.4445721218	0.6086447725
31026.9646041285	0.6100824325
30980.6234788514	0.6115709675
30934.411005721	0.6130465875
30888.3457344893	0.614443725
30842.4174533539	0.6157482975
30796.625552145	0.6170254
30750.9599680928	0.6183893325
30705.4390386495	0.619907795
30660.0526801025	0.6215169
30614.8002965962	0.623063025
30569.6719507364	0.6244510625
30524.6857712535	0.6257223525
30479.8318000962	0.62697066
30435.1094553059	0.6282307525
30390.5181583346	0.6294902775
30346.0481251908	0.63076531
30301.7172286171	0.632095985
30257.5156643159	0.63348287
30213.4428671349	0.6348890275
30169.4891732263	0.6362945775
30125.6722543764	0.637679545
30081.9824267075	0.6389494225
30038.4191380776	0.6399642175
29994.9728425516	0.64069562
29951.661014289	0.6413146325
29908.4740875971	0.6420777475
29865.4115229717	0.64314447
29822.4638902152	0.6445063725
29779.6484691176	0.6460142725
29736.9558099916	0.6474203225
29694.3853856113	0.648468355
29651.9278793949	0.64906578
29609.6003799504	0.649395695
29567.3935514697	0.6498036925
29525.3068786584	0.65054681
29483.3311564807	0.6516623975
29441.4832854811	0.653034805
29399.7540416577	0.6545032325
29358.1429213114	0.6559118175
29316.6494235907	0.6571645275
29275.2644800581	0.6582880925
29234.0047604653	0.6593910375
29192.8611777276	0.66052196
29151.8332421853	0.6616069175
29110.9119924731	0.662554875
29070.1139170554	0.6633799525
29029.4300361707	0.664176805
28988.8598710402	0.665006785
28948.39456546	0.66585731
28908.0504295158	0.6666985025
28867.8185888544	0.6675317475
28827.6985752775	0.668379925
28787.6816358773	0.6692646925
28747.7839052082	0.6701975
28707.9966124564	0.671164215
28668.3192997132	0.6721111525
28628.7433155463	0.6729699175
28589.2846217666	0.6737100275
28549.934549275	0.6743604
28510.6926501715	0.674979645
28471.5503727211	0.6756147425
28432.5235087212	0.676279625
28393.603489006	0.6769519925
